id,lesson_id,class_id,title,department,teacher,start_date,end_date,capacity,duration_hours,days,min_price,max_price,is_active,updated_at
68d8f1f930627a564d020046,5998,360650,طراحی معماری و دکوراسیون داخلی پیشرفته,معماری,,1404-12-06,1405-03-25,3,141,شنبه ساعت 18:00 تا 21:00 | دوشنبه ساعت 18:00 تا 21:00 | چهارشنبه ساعت 18:00 تا 21:00,219000000,219000000,True,1404-12-06
690864a810f0cc8a26053b44,431213145,364007,نرم افزار Cinema 4D,هنر و سینما,حمید رضا منصف,1404-12-06,1405-04-24,2,78,چهارشنبه ساعت 15:00 تا 20:00,110000000,110000000,True,1404-12-06
6919b0dc107c329e4a0df1c3,6022,365358,غواصی در شب,صنایع دریایی,,1404-12-06,1404-12-07,4,8,چهارشنبه ساعت 09:00 تا 14:00 | پنجشنبه ساعت 09:00 تا 14:00,80000000,80000000,True,1404-12-06
6919b13d4dafe9c36e0d3783,6023,365359,ناجی,صنایع دریایی,,1404-12-06,1404-12-07,5,8,چهارشنبه ساعت 09:00 تا 14:00 | پنجشنبه ساعت 09:00 تا 14:00,80000000,80000000,True,1404-12-06
691b2282b6acf8a94f029722,4635,365532,HTML & CSS I,کودک و نوجوان,,1404-12-06,1405-03-27,10,39,چهارشنبه ساعت 17:30 تا 20:30,62700000,62700000,True,1404-12-06
691c60e2ecfe87b01d047845,431213154,365586,افترافکت (After Effects),هنر و سینما,حمید رضا منصف,1404-12-06,1405-04-24,1,78,چهارشنبه ساعت 09:00 تا 14:00,98000000,98000000,True,1404-12-06
691f0391fa8060493d067f3a,6173,365751,بلندر- پیشرفته,هنر و سینما,,1404-12-06,1405-03-18,2,70,دوشنبه ساعت 17:30 تا 20:30 | چهارشنبه ساعت 17:30 تا 20:30,117700000,117700000,True,1404-12-06
691f0e677d94f386ca03f386,6023,365759,ناجی,صنایع دریایی,,1404-12-06,1404-12-07,4,8,چهارشنبه ساعت 09:00 تا 14:00 | پنجشنبه ساعت 09:00 تا 14:00,80000000,80000000,True,1404-12-06
691f10b4a9a5b60da6099705,6022,365760,غواصی در شب,صنایع دریایی,,1404-12-06,1404-12-07,4,8,چهارشنبه ساعت 09:00 تا 14:00 | پنجشنبه ساعت 09:00 تا 14:00,80000000,80000000,True,1404-12-06
6926dad7313102edb1021a64,3264,366289,Microsoft Office Power Point 2019 Expert,فناوری اطلاعات و ارتباطات,,1404-12-06,1404-12-09,2,12,شنبه ساعت 08:00 تا 14:00 | دوشنبه ساعت 08:00 تا 14:00 | چهارشنبه ساعت 08:00 تا 14:00,12000000,12000000,True,1404-12-06
692ea07e35e903b2940d0804,391212131,366752,دکوراتور داخلی,معماری,,1404-12-06,1405-03-20,5,123,شنبه ساعت 09:00 تا 14:00 | چهارشنبه ساعت 09:00 تا 14:00,188000000,188000000,True,1404-12-06
69468f49cfa07a3998020942,6362,368634,Identity with Windows Server 2025,فناوری اطلاعات و ارتباطات,بدری نقیب پور,1404-12-06,1405-02-09,9,54,شنبه ساعت 17:30 تا 21:30 | چهارشنبه ساعت 17:30 تا 21:30,50000000,61000000,True,1404-12-06
6947a7d750e36bc71a0e3ac4,431512125,368704,طراحی نقاشی پیشرفته,هنر و سینما,,1404-12-06,1405-02-16,4,40,چهارشنبه ساعت 17:00 تا 21:00,46000000,46000000,True,1404-12-06
69550a5505c939fa550ab5f5,5309,369675,React js,کودک و نوجوان,,1404-12-06,1405-04-17,3,45,چهارشنبه ساعت 17:30 تا 20:30,111100000,111100000,True,1404-12-06
695a261a92564573820ee4d8,6025,369846,کاربرد هوش مصنوعی در تولید محتوا و بازاریابی محتوایی,تولید محتوا,,1404-12-06,1405-01-26,19,30,شنبه ساعت 14:30 تا 17:30 | چهارشنبه ساعت 14:30 تا 17:30,52000000,52000000,True,1404-12-06
695a3df0efc62aa733082cf3,5443,369877,برنامه نویسی پایتون مقدماتی کودکان,کودک و نوجوان,,1404-12-06,1405-02-09,7,20,چهارشنبه ساعت 17:30 تا 20:30,57500000,57500000,True,1404-12-06
695e717b1c5a9039de04a1a3,5605,370256,دوره طراحی رابط و تجربه کاربری (UI/UX),فناوری اطلاعات و ارتباطات,آیدین مدرس اول,1404-12-06,1405-02-30,3,40,چهارشنبه ساعت 17:30 تا 21:30,55000000,68000000,True,1404-12-06
69639cfb106aabc6ad001912,391212129,370460,نقشه کشی معماری,معماری,حامد صبا,1404-12-06,1405-01-19,3,36,شنبه ساعت 11:00 تا 14:00 | دوشنبه ساعت 11:00 تا 14:00 | چهارشنبه ساعت 11:00 تا 14:00,62000000,62000000,True,1404-12-06
696782c751fd00e5c80ea4a5,6638,370627,تارت و پای (دوره مقدماتی و پیشرفته),تشریفات و گردشگری,,1404-12-06,1405-01-19,5,16,چهارشنبه ساعت 10:30 تا 14:30,94000000,94000000,True,1404-12-06
696e7f7b78ceab1f850ec683,3251,371065,Object Design,معماری,,1404-12-06,1405-03-20,5,36,چهارشنبه ساعت 17:30 تا 20:30,46000000,46000000,True,1404-12-06
6970e3d198922d487e0e6262,391412134,371282,فتوشاپ برای معماری,معماری,,1404-12-06,1405-02-02,5,21,چهارشنبه ساعت 09:00 تا 13:00,49000000,49000000,True,1404-12-06
6975d9c68afbb25ca4094b43,431213156,371536,پریمیر,هنر و سینما,,1404-12-06,1405-04-24,8,48,چهارشنبه ساعت 17:00 تا 20:00,66000000,66000000,True,1404-12-06
6975dc93327fb214e50d7256,431312124,371546,فتوشاپ و ایلاستریتور,هنر و سینما,,1404-12-06,1405-07-15,8,80,چهارشنبه ساعت 14:00 تا 17:00,84000000,94000000,True,1404-12-06
6975e2f75f9f58fa84082799,6146,371557,دوره جامع ساخت انیمیشن دوبعدی و سه بعدی,هنر و سینما,,1404-12-06,1406-12-04,4,288,چهارشنبه ساعت 14:00 تا 17:00,362900000,362900000,True,1404-12-06
6976155e87d341c8cd0dc1f2,411412171,371603,نرم افزار جمینی,فناوری مد و پوشاک,,1404-12-06,1405-02-16,2,30,چهارشنبه ساعت 16:00 تا 20:00,61000000,61000000,True,1404-12-06
69762379dc8a7c99860b36f6,4910,371609,مدیریت عالی کسب و کار (MBA),مدیریت و کسب و کار,,1404-12-06,1405-11-14,7,300,چهارشنبه ساعت 14:30 تا 20:30,352000000,429000000,True,1404-12-06
697dafdf7512dc25060abdd5,4440,372104,دوخت تخصصی شلوار,فناوری مد و پوشاک,,1404-12-06,1405-03-13,7,42,چهارشنبه ساعت 16:00 تا 20:00,57000000,57000000,True,1404-12-06
697ef38f8db53550830c823b,4911,372247,مدیریت راهبردی کسب و کار (DBA),مدیریت و کسب و کار,,1404-12-06,1406-01-18,8,300,چهارشنبه ساعت 14:30 تا 20:30,471900000,592900000,True,1404-12-06
697f1fd47e2cfe380a077823,6310,372294,کاربرد نرم افزار ایلاستریتور در طراحی لباس,فناوری مد و پوشاک,,1404-12-06,1405-02-30,18,30,چهارشنبه ساعت 17:30 تا 20:30,39000000,39000000,True,1404-12-06
698077954911bfd600047872,391412137,372487,Grasshopper,معماری,,1404-12-06,1405-02-30,5,30,چهارشنبه ساعت 10:00 تا 13:00,72000000,72000000,True,1404-12-06
698496015e5e30e1210b4cf3,231717123,372661,KETS 1,زبانهای خارجی,,1404-12-06,1405-02-12,4,32,شنبه ساعت 16:30 تا 18:00 | دوشنبه ساعت 16:30 تا 18:00 | چهارشنبه ساعت 16:30 تا 18:00,21600000,21600000,True,1404-12-06
6984a3e4de2824e7f70d8946,231412143,372671,زبان آلمانی A1.1,زبانهای خارجی,,1404-12-06,1405-01-31,5,51,شنبه ساعت 14:30 تا 17:30 | دوشنبه ساعت 14:30 تا 17:30 | چهارشنبه ساعت 14:30 تا 17:30,55100000,55100000,True,1404-12-06
6984a4f5ab5f4fe9da0c2413,231312176,372674,زبان فرانسه A1.1,زبانهای خارجی,,1404-12-06,1405-02-23,5,36,شنبه ساعت 18:30 تا 20:30 | چهارشنبه ساعت 18:30 تا 20:30,36300000,36300000,True,1404-12-06
6986d9f547c84a2fa8005103,3815,372721,مدیریت و راه اندازی کافه و رستوران,تشریفات و گردشگری,,1404-12-06,1405-02-02,3,36,چهارشنبه ساعت 10:30 تا 16:30,119000000,119000000,True,1404-12-06
698710e055287f63f208e636,5718,372773,Internet Browser & Outlook,فناوری اطلاعات و ارتباطات,,1404-12-06,1404-12-09,10,12,شنبه ساعت 08:30 تا 14:30 | دوشنبه ساعت 08:30 تا 14:30 | چهارشنبه ساعت 08:30 تا 14:30,7000000,9000000,True,1404-12-06
698722329e1350ec900ca575,431314131,372838,ایلاستریتور,هنر و سینما,,1404-12-06,1405-02-16,8,40,چهارشنبه ساعت 09:00 تا 14:00,44000000,54000000,True,1404-12-06
6987643053b5b4b82b025253,231215283,372903,زبان انگلیسی A2.2,زبانهای خارجی,,1404-12-06,1405-03-16,5,36,شنبه ساعت 16:00 تا 17:30 | چهارشنبه ساعت 16:00 تا 17:30,27300000,27300000,True,1404-12-06
69899e8f7611967b720ae272,391412135,373045,راینو در معماری,معماری,,1404-12-06,1405-05-28,10,60,چهارشنبه ساعت 10:00 تا 13:00,120000000,120000000,True,1404-12-06
6989a686c0515af6410af802,391212166,373065,مواد و مصالح داخلی,معماری,,1404-12-06,1405-02-09,5,21,چهارشنبه ساعت 17:30 تا 20:30,45000000,45000000,True,1404-12-06
6989b13d72f1bd7eb108ff19,3999,373072,نرم افزار مالی سپیدار سیستم,علوم مالی و حسابداری,شیوا جیریایی شرائی,1404-12-06,1405-02-14,3,30,دوشنبه ساعت 18:00 تا 20:00 | چهارشنبه ساعت 18:00 تا 20:00,40000000,40000000,True,1404-12-06
698ad8ebfab5ad8eb4057b73,391212129,373175,نقشه کشی معماری,معماری,,1404-12-06,1405-01-22,10,36,شنبه ساعت 09:00 تا 13:00 | چهارشنبه ساعت 09:00 تا 13:00,62000000,62000000,True,1404-12-06
698ae64d1a32fd28a20827c3,154012133,373179,برنامه ریزی و کنترل پروژه با نرم افزار Oracle Primavera P6,علوم مهندسی,,1404-12-06,1405-02-12,5,45,شنبه ساعت 17:30 تا 20:30 | چهارشنبه ساعت 17:30 تا 20:30,75000000,75000000,True,1404-12-06
699053cee757dcc076045453,4669,373431,Wordpress & SEO PACK,فناوری اطلاعات و ارتباطات,,1404-12-06,1405-02-26,3,75,شنبه ساعت 16:00 تا 20:00 | چهارشنبه ساعت 16:00 تا 20:00,100000000,124000000,True,1404-12-06
699198ff022bc6c79d0ce832,6625,373546,شیرینی های نوروزی (سنتی و مدرن),تشریفات و گردشگری,,1404-12-06,1404-12-13,5,16,چهارشنبه ساعت 10:00 تا 18:00,94000000,94000000,True,1404-12-06
6991a43a3782dbfd2f0fc414,154412123,373560,طراحی دستی جواهرات,علوم مهندسی,,1404-12-06,1405-06-11,4,64,چهارشنبه ساعت 14:30 تا 17:30,99000000,99000000,True,1404-12-06
6991a501d741d23e860f1994,154414126,373562,فروشندگی حرفه ای طلا و جواهر,علوم مهندسی,,1404-12-06,1405-02-02,9,16,چهارشنبه ساعت 17:00 تا 20:00,69000000,69000000,True,1404-12-06
6991a572e3dc4bd39102cc23,154414124,373564,گوهرشناسی کاربردی (سطح دو – الماس),علوم مهندسی,,1404-12-06,1405-05-28,5,60,چهارشنبه ساعت 14:30 تا 17:30,179000000,179000000,True,1404-12-06
6991a5b82301303346099d56,154414123,373565,گوهرشناسی کاربردی (سطح یک – سنگهای رنگی),علوم مهندسی,,1404-12-06,1405-07-15,5,80,چهارشنبه ساعت 08:30 تا 11:30,175000000,175000000,True,1404-12-06
6991c1d1e68cdea9d10df6e7,411414133,373603,الگوسازی و دوخت لباس شب و عروس,فناوری مد و پوشاک,,1404-12-06,1405-06-25,5,120,چهارشنبه ساعت 15:00 تا 20:00,167000000,167000000,True,1404-12-06
6991c88893e768126d0d7ce5,391212173,373626,نورپردازی در دکوراسیون داخلی,معماری,,1404-12-06,1404-12-27,5,12,چهارشنبه ساعت 16:30 تا 20:30,35000000,35000000,True,1404-12-06
6995721709e908213900cd34,431213154,373964,افترافکت (After Effects),هنر و سینما,,1404-12-06,1405-02-07,3,78,شنبه ساعت 09:00 تا 13:00 | دوشنبه ساعت 09:00 تا 13:00 | چهارشنبه ساعت 09:00 تا 13:00,98000000,98000000,True,1404-12-06
69996ad0b1772d9c040c2674,3587,374300,ICDL سطح یک نوجوانان,کودک و نوجوان,,1404-12-06,1405-04-10,5,40,چهارشنبه ساعت 16:30 تا 19:30,46000000,46000000,True,1404-12-06
6999c0793767bc0db90e5483,5427,374419,مکالمه آزاد انگلیسی سطح متوسط 1,زبانهای خارجی,اردلان سعیدا,1404-12-06,1405-02-12,1,30,شنبه ساعت 18:00 تا 20:00 | چهارشنبه ساعت 18:00 تا 20:00,27800000,27800000,True,1404-12-06
68bfd12c1a694e30c2025533,154412123,358797,طراحی دستی جواهرات,علوم مهندسی,,1404-12-07,1405-03-21,5,64,پنجشنبه ساعت 14:00 تا 19:00,99000000,99000000,True,1404-12-06
68de370522d55f6f700cfa62,431313132,361027,نرم افزار Indesign,هنر و سینما,,1404-12-07,1405-01-27,16,30,پنجشنبه ساعت 10:00 تا 15:00,39000000,47000000,True,1404-12-06
68fc72445b719d4bed0aea84,232012123,363161,زبان روسی 1,زبانهای خارجی,,1404-12-07,1405-03-28,8,42,پنجشنبه ساعت 08:00 تا 11:00,59800000,59800000,True,1404-12-06
68fdf5da3b2a7ff26a0c7f38,431214134,363353,Zbrush,هنر و سینما,,1404-12-07,1405-01-27,3,40,جمعه ساعت 13:00 تا 17:00 | پنجشنبه ساعت 13:00 تا 17:00,62400000,62400000,True,1404-12-06
690209078a49a62825094d35,5540,363652,مانیتورینگ صنعتی با نرم افزار WinCC,برق و الکترونیک,,1404-12-07,1405-02-10,8,32,پنجشنبه ساعت 17:30 تا 21:00,81000000,81000000,True,1404-12-06
6906f84c6ac36c87be0e8b05,3592,363881,ICDL سطح دو  نوجوانان,کودک و نوجوان,,1404-12-07,1405-03-28,4,40,پنجشنبه ساعت 12:00 تا 15:00,48400000,56100000,True,1404-12-06
690f101a7344952d7805a043,5305,364495,طراحی برد مدار چاپی با نرم افزارAltium Designer,برق و الکترونیک,,1404-12-07,1405-02-10,7,30,پنجشنبه ساعت 14:00 تا 18:00,59000000,60000000,True,1404-12-06
6911da64df0cbdaaca0ffe55,4691,364798,دوره تخصصی تعمیرات تلویزیون های LED و LCD,برق و الکترونیک,,1404-12-07,1405-03-21,5,50,پنجشنبه ساعت 14:30 تا 18:30,99000000,99000000,True,1404-12-06
6912e39ae850ddb478065fb3,4941,364906,مدیریت فروش (SM),مدیریت و کسب و کار,,1404-12-07,1404-12-28,4,24,پنجشنبه ساعت 14:30 تا 20:30,44200000,58000000,True,1404-12-06
691b27fbce0edc584f056673,4049,365533,پکیج حسابداری مالیاتی ویژه بازار کار,علوم مالی و حسابداری,,1404-12-07,1405-02-24,1,50,پنجشنبه ساعت 14:00 تا 19:00,66500000,66500000,True,1404-12-06
691d738704b2194e040eee13,341612128,365631,کمک های اولیه و فوریت های پزشکی,دانش سلامت,سعید یوسفی بیله سوار,1404-12-07,1405-02-24,2,48,پنجشنبه ساعت 14:00 تا 19:00,45500000,45500000,True,1404-12-06
691eaab8a65994346a099af3,5679,365703,Programming with Python,فناوری اطلاعات و ارتباطات,رضا جمالی,1404-12-07,1405-03-07,8,60,پنجشنبه ساعت 14:00 تا 19:00,70000000,88000000,True,1404-12-06
6920882d2da8f6c49b05c673,5766,365789,ایمنی در برق,برق و الکترونیک,,1404-12-07,1405-04-11,3,30,پنجشنبه ساعت 18:00 تا 20:00,61000000,61000000,True,1404-12-06
6922f88c71c5253a5b09fdd6,6551,366081,انیمیشن سازی  با  Moho1 (Cut-Out),هنر و سینما,,1404-12-07,1405-02-10,8,30,پنجشنبه ساعت 17:00 تا 21:00,52800000,52800000,True,1404-12-06
692301b7d66ccb24120ffa9c,5635,366095,طراحی لباس تخصصی پیشرفته,فناوری مد و پوشاک,,1404-12-07,1405-08-07,2,204,پنجشنبه ساعت 09:00 تا 15:00,147000000,147000000,True,1404-12-06
692e8f8cd2ed132f280d6d73,5571,366744,ICDL 2021 Level 1,فناوری اطلاعات و ارتباطات,رضا آویدکیا,1404-12-07,1405-02-17,4,68,جمعه ساعت 14:00 تا 18:30 | پنجشنبه ساعت 14:00 تا 18:30,38000000,49000000,True,1404-12-06
692ea32fc5a06d5ae30c92e3,3905,366756,نحوه تهیه صورت های مالی,علوم مالی و حسابداری,,1404-12-07,1404-12-21,2,18,پنجشنبه ساعت 14:30 تا 20:30,32700000,32700000,True,1404-12-06
69317a9b7c0f1cd5c4090ed5,431213166,366959,کارگاه عکاسی صنعتی و تبلیغاتی,هنر و سینما,,1404-12-07,1405-02-10,5,40,پنجشنبه ساعت 09:00 تا 14:00,88400000,88400000,True,1404-12-06
6932cc958bc3f70c0d049883,341615130,366986,تکنسین داروخانه (نسخه خوانی),دانش سلامت,سعید یوسفی بیله سوار,1404-12-07,1405-04-11,2,60,پنجشنبه ساعت 10:00 تا 14:00,71500000,71500000,True,1404-12-06
6933b4808fbecb9ff2062cc5,4916,366988,مدیریت جامع فروش,مدیریت و کسب و کار,,1404-12-07,1405-02-18,2,100,جمعه ساعت 08:00 تا 14:00 | پنجشنبه ساعت 08:00 تا 14:00,147000000,167000000,True,1404-12-06
6936ab3310adf5fa16002e64,4919,367416,عکاسی دیجیتال,هنر و سینما,علیرضا رهی,1404-12-07,1405-04-18,1,78,پنجشنبه ساعت 09:00 تا 14:00,85900000,85900000,True,1404-12-06
69392660b7a35ae139038203,4046,367672,Python Web Development With Django,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-04-25,10,50,پنجشنبه ساعت 18:00 تا 21:00,59000000,74000000,True,1404-12-06
694152d7f73dc9c8ab0619b2,6025,368318,کاربرد هوش مصنوعی در تولید محتوا و بازاریابی محتوایی,تولید محتوا,نیما حقیقت جو,1404-12-07,1405-02-03,1,30,پنجشنبه ساعت 09:00 تا 14:00,52000000,52000000,True,1404-12-06
6943ef5d27b6d1691f0f5588,4690,368518,دوره مقدماتی تعمیرات بردهای الکترونیکی,برق و الکترونیک,,1404-12-07,1404-12-28,5,24,پنجشنبه ساعت 08:30 تا 14:30,53000000,53000000,True,1404-12-06
69441f853583cefaf505f61e,5999,368547,پکیج طراحی دکوراسیون داخلی از مقدماتی تا پیشرفته,معماری,,1404-12-07,1405-08-08,6,405,جمعه ساعت 08:00 تا 14:00 | پنجشنبه ساعت 08:00 تا 14:00,529000000,529000000,True,1404-12-06
69464bf7a27a3fcb4b0fa922,3829,368577,مدیریت هتلداری,تشریفات و گردشگری,,1404-12-07,1405-02-10,4,40,پنجشنبه ساعت 15:00 تا 19:00,143000000,143000000,True,1404-12-06
69467da4cde91e496b0fbca3,6217,368622,تولید محتوا با موبایل (موبایل گرافی),تولید محتوا,,1404-12-07,1405-02-03,3,35,پنجشنبه ساعت 14:00 تا 19:00,55000000,55000000,True,1404-12-06
6946a6a4943353c1750986d3,153718140,368652,نقشه کشی صنعتی,علوم مهندسی,,1404-12-07,1405-02-24,5,40,پنجشنبه ساعت 15:00 تا 19:00,67500000,67500000,True,1404-12-06
6947a626f3053ed6fa013d88,5206,368700,دوره جامع آزاد کار دیجیتال مارکتینگ,تولید محتوا,,1404-12-07,1405-09-12,4,180,پنجشنبه ساعت 14:30 تا 19:30,190000000,190000000,True,1404-12-06
694a872ebcdd98e3a80a9673,3587,368959,ICDL سطح یک نوجوانان,کودک و نوجوان,,1404-12-07,1405-02-24,18,40,پنجشنبه ساعت 13:00 تا 17:00,42600000,46000000,True,1404-12-06
694a9d263d564669590cdab3,391412134,368968,فتوشاپ برای معماری,معماری,,1404-12-07,1405-01-20,4,21,پنجشنبه ساعت 08:00 تا 13:00,49000000,49000000,True,1404-12-06
694bcd3f8ce079027a08d5ab,153812123,369112,دوره جامع محاسبات ساختمان : ETABS/SAFE سطح یک,علوم مهندسی,,1404-12-07,1405-07-30,15,120,پنجشنبه ساعت 15:00 تا 19:00,169000000,169000000,True,1404-12-06
694f8ccd72dbdcbb650339f4,341615130,369284,تکنسین داروخانه (نسخه خوانی),دانش سلامت,,1404-12-07,1405-03-07,9,60,پنجشنبه ساعت 10:00 تا 15:00,71500000,71500000,True,1404-12-06
695242896efc79687d0235c3,3966,369480,دوره جامع اجرای ساختمانهای بتنی و فولادی,علوم مهندسی,,1404-12-07,1405-06-19,10,120,پنجشنبه ساعت 09:00 تا 14:00,179000000,179000000,True,1404-12-06
69529599a05a78cfa70634b3,5575,369525,ICDL Pack 2021,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-07-09,7,131,پنجشنبه ساعت 13:00 تا 18:00,81000000,81000000,True,1404-12-06
695295d6dca694c0f5038a74,5571,369526,ICDL 2021 Level 1,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-03-28,6,68,پنجشنبه ساعت 13:00 تا 18:00,49000000,49000000,True,1404-12-06
69539ec684fd992e6c057573,4542,369572,3Ds Max Beginners to Advanced & V-Ray,معماری,,1404-12-07,1405-03-01,2,81,جمعه ساعت 13:00 تا 17:00 | پنجشنبه ساعت 13:00 تا 17:00,144000000,144000000,True,1404-12-06
6954f4c4fd2705a6190717ef,3813,369669,کاست کنترل,تشریفات و گردشگری,,1404-12-07,1405-01-27,5,32,پنجشنبه ساعت 15:00 تا 19:00,115000000,115000000,True,1404-12-06
6959f61deb618b848508e2e8,5681,369808,Python Programming Advanced,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-05-15,2,60,پنجشنبه ساعت 17:00 تا 20:00,92000000,114000000,True,1404-12-06
695a354e09d049f14f0641d9,4943,369867,مدیریت ارتباط با مشتری (CRM),مدیریت و کسب و کار,,1404-12-07,1404-12-08,4,8,جمعه ساعت 13:00 تا 17:00 | پنجشنبه ساعت 13:00 تا 17:00,19300000,23500000,True,1404-12-06
695bac21dc4b0f80e207e1e5,4909,370045,نصب، راه اندازی، عیب یابی و تعمیر کولر گازی,علوم مهندسی,,1404-12-07,1404-12-28,10,40,جمعه ساعت 14:30 تا 20:30 | پنجشنبه ساعت 14:30 تا 20:30,109000000,109000000,True,1404-12-06
695e099dc9849fa07807f8c3,4552,370155,برق صنعتی : تئوری و آزمایشگاه,برق و الکترونیک,,1404-12-07,1405-03-07,10,60,پنجشنبه ساعت 09:00 تا 14:00,124000000,124000000,True,1404-12-06
695e3d53feb0f7bd9c06b3f3,153812130,370199,دوره جامع محاسبات ساختمان : ETABS/SAFE سطح دو (ویژه سازه های بتنی),علوم مهندسی,,1404-12-07,1405-03-28,10,70,پنجشنبه ساعت 14:00 تا 19:00,125000000,125000000,True,1404-12-06
695e418d840082cd3a087f35,154212123,370201,MATLAB سطح یک,علوم مهندسی,,1404-12-07,1405-02-03,15,32,پنجشنبه ساعت 14:00 تا 19:00,59000000,59000000,True,1404-12-06
695e49aa176e637fd30f06a5,3784,370212,عکاسی معماری و معماری داخلی  و هنرهای تجسمی,معماری,,1404-12-07,1405-01-27,14,24,پنجشنبه ساعت 09:00 تا 13:00,46000000,46000000,True,1404-12-06
695e58a2e34fef4844036d73,5316,370243,SQL Server 2022 Database Development,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-03-07,7,60,پنجشنبه ساعت 14:00 تا 19:00,77000000,90000000,True,1404-12-06
696380dff34482ebb9070e63,6636,370457,تعمیرات یخچال و فریزر ، یخچال سایدبایساد,برق و الکترونیک,,1404-12-07,1405-02-17,8,35,پنجشنبه ساعت 14:00 تا 18:00,150000000,150000000,True,1404-12-06
6964964aefc04e5766036e73,4835,370470, دوره کارآموزی معماری,معماری,,1404-12-07,1405-05-08,15,152,پنجشنبه ساعت 09:00 تا 17:00,180000000,180000000,True,1404-12-06
6964bafa346d10858f0fab56,153718144,370496,طراحی مکانیکی به کمک SOLIDWORKS I,علوم مهندسی,,1404-12-07,1405-02-24,14,50,پنجشنبه ساعت 14:00 تا 19:00,79000000,79000000,True,1404-12-06
6965e222b58a2cd9350c27b3,5206,370524,دوره جامع آزاد کار دیجیتال مارکتینگ,تولید محتوا,,1404-12-07,1405-05-02,3,180,جمعه ساعت 09:00 تا 14:00 | پنجشنبه ساعت 09:00 تا 14:00,190000000,190000000,True,1404-12-06
696738777313953460043b63,153718143,370601,طراحی مکانیکی به کمک CATIA I,علوم مهندسی,,1404-12-07,1405-02-24,14,50,پنجشنبه ساعت 09:00 تا 14:00,79000000,79000000,True,1404-12-06
69673947911c69e3b5043fc3,5708,370602,هوشمند سازی ساختمان ها با پروتکل مودباس,برق و الکترونیک,,1404-12-07,1405-02-03,4,25,پنجشنبه ساعت 15:00 تا 19:00,103000000,103000000,True,1404-12-06
69673a79c0479573ea09ed43,5348,370604,دوره جامع نرم افزار Arc GIS,علوم مهندسی,,1404-12-07,1405-02-31,10,55,پنجشنبه ساعت 14:00 تا 19:00,99000000,99000000,True,1404-12-06
696755c540f26f8fb10e0b34,5968,370611,تولید محتوا با کپ کات,تولید محتوا,,1404-12-07,1405-01-20,1,25,پنجشنبه ساعت 14:00 تا 19:00,50000000,50000000,True,1404-12-06
6968abc6b5e908007e05b130,3869,370669,حسابداری ویژه بازار کار,علوم مالی و حسابداری,,1404-12-07,1405-08-21,4,180,پنجشنبه ساعت 09:00 تا 14:00,177600000,177600000,True,1404-12-06
6968ac22a2409f4465055573,3865,370670,حسابداری مالی خدماتی,علوم مالی و حسابداری,,1404-12-07,1405-02-24,5,50,پنجشنبه ساعت 09:00 تا 14:00,53900000,53900000,True,1404-12-06
6968c1bbcea5324a6e0c8bb1,5341,370675,تصویر سازی دیجیتال با پروکریت,فناوری مد و پوشاک,,1404-12-07,1405-04-11,16,30,پنجشنبه ساعت 11:00 تا 13:00,53000000,53000000,True,1404-12-06
696a5b286c8c2d27e00f51e4,5544,370736,Data Analysis with Python,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-02-24,8,30,پنجشنبه ساعت 14:00 تا 17:00,40000000,50000000,True,1404-12-06
696a5ba7c6f680bf11064484,4471,370737,تربیت مترجم ویژه بازار کار,زبانهای خارجی,,1404-12-07,1405-02-31,3,70,جمعه ساعت 11:00 تا 14:00 | پنجشنبه ساعت 16:00 تا 20:00,77900000,77900000,True,1404-12-06
696a5cece34a264f9e07ee59,4046,370739,Python Web Development With Django,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-04-25,4,50,پنجشنبه ساعت 14:00 تا 17:00,59000000,74000000,True,1404-12-06
696c8117c05738c4df0a14c7,6164,370758,ترفندهای اکسل در حسابداری,علوم مالی و حسابداری,,1404-12-07,1405-01-20,1,24,پنجشنبه ساعت 09:00 تا 14:00,34500000,34500000,True,1404-12-06
696cc6344d5965871f04ce53,3859,370832,مالیات و عوارض ارزش افزوده,علوم مالی و حسابداری,,1404-12-07,1404-12-14,4,8,پنجشنبه ساعت 09:00 تا 14:00,11700000,11700000,True,1404-12-06
696e062212148411120b3cb2,5725,370990,نصب ویندوز و درایور ها,کودک و نوجوان,,1404-12-07,1404-12-28,8,12,پنجشنبه ساعت 17:30 تا 20:30,35700000,35700000,True,1404-12-06
696e07921a96eb87140c7973,4736,370993,ایلاستریتور مقدماتی,کودک و نوجوان,,1404-12-07,1405-02-24,8,30,پنجشنبه ساعت 14:30 تا 17:30,67100000,67100000,True,1404-12-06
697055dc352866468a05a7e4,4040,371166,ReactJS,فناوری اطلاعات و ارتباطات,,1404-12-07,1405-02-24,3,40,پنجشنبه ساعت 14:30 تا 18:30,61000000,77000000,True,1404-12-06
6970c94f0410ff8cd80f3df3,3869,371259,حسابداری ویژه بازار کار,علوم مالی و حسابداری,,1404-12-07,1405-07-09,5,180,پنجشنبه ساعت 14:00 تا 20:00,177600000,177600000,True,1404-12-06
